781.6530990600586,467.5431489944458
970.3134155273438,567.4881148338318
865.4263687133789,759.2295169830322
462.4353790283203,678.6194372177124
525.790901184082,922.0276522636414
588.8149452209473,823.7231040000916
440.0622081756592,457.9908049106598
643.5746383666992,207.9344666004181
670.059928894043,494.16563987731934
921.6935920715332,847.3470997810364
629.483699798584,696.5824055671692
365.87061882019043,761.8138360977173
354.20863151550293,255.2026230096817
315.98931312561035,602.5808072090149
258.60114097595215,787.0646023750305
959.1527366638184,398.47946405410767
754.1948890686035,935.1589751243591
815.3456497192383,264.12518978118896
263.020076751709,556.7139387130737
474.1081237792969,262.9389560222626
