1611.3409423828125,382.6312780380249
1705.2618026733398,488.2492768764496
1665.773048400879,666.3432455062866
1309.602928161621,585.1395177841187
1276.736183166504,830.7071900367737
1388.6195755004883,729.7311615943909
1272.4104309082031,374.4668161869049
1420.741081237793,138.01811277866364
1560.6025314331055,402.4128806591034
1696.8262481689453,754.0272760391235
1487.2948837280273,600.5170726776123
1166.8549346923828,670.8351302146912
1091.3254165649414,188.1905221939087
1179.2912292480469,510.86734771728516
1036.4457321166992,698.2624125480652
1691.2193298339844,325.26771068573
1525.528221130371,839.9252128601074
1616.5690612792969,189.42852795124054
1098.2202529907227,469.89784955978394
1238.5020446777344,192.8077733516693
